system:index,LST_Celsius,QC_Day,data,timestamp_utc,.geo
2002_12_07,44.658316582914615,0.0,2002-12-07,1.0392192E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_12,47.67909547738696,0.0,2002-12-12,1.0396512E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_29,39.87221105527642,0.0,2002-12-29,1.04112E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_03,47.710577889447265,0.0,2003-01-03,1.041552E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_04,47.46434673366837,0.0,2003-01-04,1.0416384E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_05,47.379798994974884,0.0,2003-01-05,1.0417248E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_06,49.58326633165833,0.0,2003-01-06,1.0418112E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_08,50.87713178294576,0.0,2003-01-08,1.041984E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_14,43.875276381909586,0.0,2003-01-14,1.0425024E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_15,51.05000000000001,0.0,2003-01-15,1.0425888E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_16,43.07974874371861,0.0,2003-01-16,1.0426752E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_24,42.004586894586915,0.0,2003-01-24,1.0433664E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_01_26,41.99181818181822,0.0,2003-01-26,1.0435392E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_02_08,42.383567839196,0.0,2003-02-08,1.0446624E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_12,44.746959798995015,0.0,2003-03-12,1.0474272E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_15,37.456980392156886,0.0,2003-03-15,1.0476864E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_03_28,39.12138190954777,0.0,2003-03-28,1.0488096E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_07,40.40829145728646,0.0,2003-04-07,1.0496736E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_09,42.19515075376887,0.0,2003-04-09,1.0498464E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_13,37.856130653266376,0.0,2003-04-13,1.050192E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_14,44.36264069264072,0.0,2003-04-14,1.0502784E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_04_16,46.06483282674775,0.0,2003-04-16,1.0504512E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_09,41.73623115577894,0.0,2003-05-09,1.0524384E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_14,36.565150753768876,0.0,2003-05-14,1.0528704E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_23,42.113693467336695,0.0,2003-05-23,1.053648E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_24,37.77429648241211,0.0,2003-05-24,1.0537344E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_05_30,37.61673366834173,0.0,2003-05-30,1.0542528E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_13,38.10959798994978,0.0,2003-06-13,1.0554624E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_23,39.031959798995,0.0,2003-06-23,1.0563264E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_26,40.95404522613069,0.0,2003-06-26,1.0565856E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_06_28,40.237236180904546,0.0,2003-06-28,1.0567584E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_01,39.190577889447255,0.0,2003-07-01,1.0570176E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_05,43.27690763052211,0.0,2003-07-05,1.0573632E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_09,39.26829145728646,0.0,2003-07-09,1.0577088E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_15,35.392641509433986,0.0,2003-07-15,1.0582272E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_30,44.25280542986428,0.0,2003-07-30,1.0595232E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_07_31,40.79278409090911,0.0,2003-07-31,1.0596096E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_09,41.1651785714286,0.0,2003-08-09,1.0603872E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_11,45.36768844221108,0.0,2003-08-11,1.06056E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_17,42.52811320754722,0.0,2003-08-17,1.0610784E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_18,45.32555276381913,0.0,2003-08-18,1.0611648E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_19,39.27000000000003,0.0,2003-08-19,1.0612512E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_22,47.3220738636364,0.0,2003-08-22,1.0615104E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_25,45.35371859296484,0.0,2003-08-25,1.0617696E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_08_26,45.128115577889474,0.0,2003-08-26,1.061856E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_03,45.0345477386935,0.0,2003-09-03,1.0625472E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_09,40.64221105527642,0.0,2003-09-09,1.0630656E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_21,48.49492668621704,0.0,2003-09-21,1.0641024E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_26,44.964458874458906,0.48026315789473684,2003-09-26,1.0645344E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_27,46.334321608040234,0.0,2003-09-27,1.0646208E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_28,49.88836683417087,0.0,2003-09-28,1.0647072E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_29,41.60203517587943,0.0,2003-09-29,1.0647936E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_09_30,50.375795454545475,0.0,2003-09-30,1.06488E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_11,49.858051948051965,0.5696594427244582,2003-10-11,1.0658304E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_15,45.16092964824124,0.0,2003-10-15,1.066176E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_16,51.74603563474392,0.0,2003-10-16,1.0662624E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_20,46.17949748743722,0.0,2003-10-20,1.066608E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_21,44.79462311557793,0.0,2003-10-21,1.0666944E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_22,44.27489949748747,0.0,2003-10-22,1.0667808E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_10_26,44.23000000000002,0.0,2003-10-26,1.0671264E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_11_08,48.28694779116469,0.0,2003-11-08,1.0682496E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_11_10,47.027880794702,0.0,2003-11-10,1.0684224E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_11_14,49.053417085427164,0.0,2003-11-14,1.068768E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_11_15,51.905728643216094,0.0,2003-11-15,1.0688544E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_11_19,52.051281407035205,0.0,2003-11-19,1.0692E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_11_20,50.210000000000036,0.0,2003-11-20,1.0692864E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_11_24,52.543333333333386,0.0,2003-11-24,1.069632E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_12_01,52.27295918367352,0.0,2003-12-01,1.0702368E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_12_03,50.899034090909126,0.0,2003-12-03,1.0704096E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_12_06,47.73766331658293,0.0,2003-12-06,1.0706688E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_12_08,49.410000000000025,0.0,2003-12-08,1.0708416E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_12_09,46.826683417085455,0.0,2003-12-09,1.070928E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_12_10,52.57764845605702,0.0,2003-12-10,1.0710144E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_12_21,53.554827586206926,0.0,2003-12-21,1.0719648E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_12_24,51.425452261306546,0.0,2003-12-24,1.072224E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_12_31,47.82346733668344,0.0,2003-12-31,1.0728288E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_01_02,41.73000000000002,0.0,2004-01-02,1.0730016E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_02_09,35.96761306532665,0.0,2004-02-09,1.0762848E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_02_11,32.682512562814104,0.0,2004-02-11,1.0764576E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_03_29,39.565150753768876,0.0,2004-03-29,1.0805184E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_03_31,38.03398268398273,0.0,2004-03-31,1.0806912E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_04_28,33.0202261306533,0.0,2004-04-28,1.0831104E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_04_29,35.764648241206054,0.0,2004-04-29,1.0831968E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_05_01,32.89000000000004,0.0,2004-05-01,1.0833696E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_05_02,38.76811557788946,0.0,2004-05-02,1.083456E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_05_13,35.993741648106926,0.0,2004-05-13,1.0844064E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_05_22,31.010000000000048,0.0,2004-05-22,1.085184E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_05_29,35.150000000000034,0.0,2004-05-29,1.0857888E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_06_28,35.44979452054797,0.0,2004-06-28,1.0883808E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_07_10,34.07027638190958,0.0,2004-07-10,1.0894176E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_07_11,35.42097989949751,0.0,2004-07-11,1.089504E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_07_20,33.68693467336686,0.0,2004-07-20,1.0902816E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_07_21,38.237135678392,0.0,2004-07-21,1.090368E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_07_30,35.60846733668343,0.0,2004-07-30,1.0911456E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_08_01,26.064250000000005,0.0,2004-08-01,1.0913184E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_08_03,33.721153846153875,0.0,2004-08-03,1.0914912E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_08_09,36.61251256281409,0.0,2004-08-09,1.0920096E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_08_13,39.56344221105531,0.0,2004-08-13,1.0923552E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_08_14,36.36606936416187,0.0,2004-08-14,1.0924416E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_08_20,38.87155778894474,0.0,2004-08-20,1.09296E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_08_24,45.90439698492465,0.0,2004-08-24,1.0933056E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_08_26,41.90178391959802,0.0,2004-08-26,1.0934784E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_08_28,41.632035175879444,0.0,2004-08-28,1.0936512E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_08_31,45.81110552763821,0.0,2004-08-31,1.0939104E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_09_06,40.264924623115604,0.0,2004-09-06,1.0944288E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_09_15,41.158517587939734,0.0,2004-09-15,1.0952064E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_09_16,47.965603015075416,0.0,2004-09-16,1.0952928E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_09_20,40.81206030150756,0.0,2004-09-20,1.0956384E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_09_28,43.49000000000001,0.0,2004-09-28,1.0963296E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_10_05,45.15783919597993,0.0,2004-10-05,1.0969344E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_10_06,44.707060301507575,0.0,2004-10-06,1.0970208E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_10_09,47.274238410596055,0.0,2004-10-09,1.09728E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_10_11,47.81469849246235,0.0,2004-10-11,1.0974528E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_10_18,52.11127840909095,0.0,2004-10-18,1.0980576E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_10_22,43.90791457286435,0.0,2004-10-22,1.0984032E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_10_27,49.910000000000025,0.0,2004-10-27,1.0988352E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_10_29,49.083567839196014,0.0,2004-10-29,1.099008E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_11_09,45.58464824120606,0.0,2004-11-09,1.0999584E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_11_10,50.94496688741726,0.0,2004-11-10,1.1000448E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_11_12,48.596507537688474,0.0,2004-11-12,1.1002176E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_11_14,45.439826589595405,0.0,2004-11-14,1.1003904E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_11_16,46.44321608040204,0.0,2004-11-16,1.1005632E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_11_17,52.78444723618095,0.0,2004-11-17,1.1006496E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_11_19,52.617864321608074,0.0,2004-11-19,1.1008224E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_11_30,49.68280821917812,0.0,2004-11-30,1.1017728E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_12_01,50.30459798994979,0.0,2004-12-01,1.1018592E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_12_05,52.95122159090913,0.0,2004-12-05,1.1022048E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_12_14,51.71298994974878,0.0,2004-12-14,1.1029824E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_12_16,49.10168341708545,0.0,2004-12-16,1.1031552E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_12_18,45.20557788944726,0.0,2004-12-18,1.103328E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_12_21,50.54288944723621,0.0,2004-12-21,1.1035872E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2005_01_02,50.38922480620159,0.0,2005-01-02,1.104624E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2005_01_03,47.33610552763822,0.0,2005-01-03,1.1047104E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2005_01_06,54.14891959798997,0.0,2005-01-06,1.1049696E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2005_01_11,50.50324120603018,0.0,2005-01-11,1.1054016E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
